ID,topic,subtopic,Category,level,Hours,content,glossary,content (es)
2.2.G4,2,2.2,Guidance,core,,"Orbital diagrams should be used to represent the character and relative energy of orbitals. Orbital diagrams refer to arrow-in-box diagrams, such as the one given below. (see syllabus)","Arrow-in-box notation,Noble gas configuration",Se deben usar los diagramas orbitales para representar el tipo y la energía relativa de los orbitales. Los diagramas orbitales se refieren a diagramas de flechas y cajas como el siguiente. (ver silabas)
2.2.G5,2,2.2,Guidance,core,,The electron configurations of Cr and Cu as exceptions should be covered.,Electron configuration,Se deben incluir las configuraciones electrónicas del Cr y el Cu como excepciones.
2.2.IM1,2,2.2,International-mindedness,core,,"The European Organization for Nuclear Research (CERN) is run by its European member states (20 states in 2013), with involvements from scientists from many other countries. It operates the world’s largest particle physics research centre, including particle accelerators and detectors used to study the fundamental constituents of matter.",,"La Organización Europea de Investigación Nuclear (CERN), está administrada por estados miembros europeos (20 estados en 2013), con participación de científicos de muchos otros países. Opera el centro de investigación de física de partículas más grande del mundo, incluidos los aceleradores y detectores de partículas utilizados para el estudio de los constituyentes fundamentales de la materia."
2.2.ToK1,2,2.2,Theory of Knowledge,core,,Heisenberg’s Uncertainty Principle states that there is a theoretical limit to the precision with which we can know the momentum and the position of a particle. What are the implications of this for the limits of human knowledge?,Heisenberg’s uncertainty principle,El principio de incertidumbre de Heisenberg afirma que existe un límite teórico para la precisión con la que podemos conocer el momento y la posición de una partícula. ¿Cuáles son las implicaciones de este principio sobre los límites del conocimiento humano?
2.2.ToK2,2,2.2,Theory of Knowledge,core,,“One aim of the physical sciences has been to give an exact picture of the material world. One achievement ... has been to prove that this aim is unattainable.” —Jacob Bronowski. What are the implications of this claim for the aspirations of natural sciences in particular and for knowledge in general?,,"“Uno los objetivos de las ciencias físicas ha sido proporcionar una imagen exacta del mundo material. Uno de los logros… ha sido probar que este objetivo es inalcanzable”, Jacob Bronowski. ¿Cuáles son las implicaciones de esta afirmación para las aspiraciones de las ciencias naturales en particular y para el conocimiento en general?"
2.2.Uz1,2,2.2,Utilization,core,,Absorption and emission spectra are widely used in astronomy to analyse light from stars.,"Absorption spectrum (experimental),Electromagnetic spectrum,Absorption spectrum (quantum chem),Spectral series,Spectral line,Emission spectroscopy",Los espectros de absorción y emisión se usan ampliamente en astronomía para analizar la luz proveniente de las estrellas.
2.2.Uz2,2,2.2,Utilization,core,,Atomic absorption spectroscopy is a very sensitive means of determining the presence and concentration of metallic elements.,"Concentration,Spectroscopy,Quantitative analysis",La espectroscopía de absorción atómica es un medio muy sensible para determinar la presencia y concentración de elementos metálicos.
2.2.Uz3,2,2.2,Utilization,core,,Fireworks—emission spectra.,,Fuegos artificiales: espectros de emisión.
2.2.Aims1,2,2.2,Aims,core,,Aim 6: Emission spectra could be observed using discharge tubes of different gases and a spectroscope. Flame tests could be used to study spectra.,"Emission spectroscopy,Flame test",Objetivo 6: Se podrían observar espectros de emisión usando tubos de descarga de diferentes gases y un espectroscopio. Se podrían realizar ensayos a la llama para estudiar espectros.
3.1.NoS,3,3.1,Nature of Science,core,,"Obtain evidence for scientific theories by making and testing predictions based on them—scientists organize subjects based on structure and function; the periodic table is a key example of this. Early models of the periodic table from Mendeleev, and later Moseley, allowed for the prediction of properties of elements that had not yet been discovered. (1.9)",Periodic Table,"Obtener evidencia para las teorías científicas realizando y comprobando predicciones basadas en ellas: los científicos organizan los temas basándose en estructura y función, la tabla periódica constituye un ejemplo clave de esto. Los primeros modelos de la tabla periódica de Mendeleev, y luego Moseley permitieron la predicción de propiedades de elementos que aún no se habían descubierto. (1.9)"
3.1.U1,3,3.1,Understandings,core,,"The periodic table is arranged into four blocks associated with the four sub- levels—s, p, d, and f.","Sub-level,s-block elements,d-block metals","La tabla periódica está ordenada en cuatro bloques asociados con los cuatro subniveles: s, p, d y f."
3.1.U2,3,3.1,Understandings,core,,The periodic table consists of groups (vertical columns) and periods (horizontal rows).,"Periodicity,Group,Period",La tabla periódica consiste en grupos (columnas) y períodos (filas).
3.1.U3,3,3.1,Understandings,core,,The period number (n) is the outer energy level that is occupied by electrons.,,El número de período (n) es el nivel energético más exterior que ocupan los electrones.
3.1.U4,3,3.1,Understandings,core,,The number of the principal energy level and the number of the valence electrons in an atom can be deduced from its position on the periodic table.,"Valence electrons,Atomicity",El número del nivel energético principal y el número de electrones de valencia de un átomo se pueden deducir de su posición en la tabla periódica.
3.1.U5,3,3.1,Understandings,core,,"The periodic table shows the positions of metals, non-metals and metalloids.","Periodicity,Non-metal,Metal,Metalloid,Metals","La tabla periódica muestra las posiciones de los metales, los no metales y los metaloides."
3.1.AS1,3,3.1,Applications and skills,core,,"Deduction of the electron configuration of an atom from the element’s position on the periodic table, and vice versa.","Chemical element,Element,Isoelectronic,Atomicity",Deducción de la configuración electrónica de un átomo a partir de la posición del elemento en la tabla periódica y viceversa.
3.1.G1,3,3.1,Guidance,core,,"The terms alkali metals, halogens, noble gases, transition metals, lanthanoids and actinoids should be known.","Noble gas configuration,﻿Alkali,Alkali metals,Noble gases,Transition element/metal,Alkaline earth metals,Halogens","Se deben conocer los términos “metales alcalinos”, “halógenos”, “gases nobles”, ""metales de transición"", “lantanoides” y “actinoides”."
3.1.G2,3,3.1,Guidance,core,,"The group numbering scheme from group 1 to group 18, as recommended by IUPAC, should be used.","Group,Period","Debe utilizarse el esquema de numeración de los grupos 1 al 18, según lo que recomienda la IUPAC."
3.1.IM1,3,3.1,International-mindedness,core,,The development of the periodic table took many years and involved scientists from different countries building upon the foundations of each other’s work and ideas.,,El desarrollo de la tabla periódica duró muchos años y en él participaron científicos de diferentes países que trabajaron basándose unos en los trabajos e ideas de los otros.
3.1.ToK1,3,3.1,Theory of Knowledge,core,,What role did inductive and deductive reasoning play in the development of the periodic table? What role does inductive and deductive reasoning have in science in general?,,¿Qué papel desempeñó el razonamiento inductivo y el deductivo en el desarrollo de la tabla periódica? ¿Qué papel desempeña el razonamiento inductivo y el deductivo en la ciencia en general?
3.1.Uz1,3,3.1,Utilization,core,,Other scientific subjects also use the periodic table to understand the structure and reactivity of elements as it applies to their own disciplines.,,Otras asignaturas científicas también usan la tabla periódica para comprender la estructura y reactividad de los elementos tal como se aplican a sus disciplinas.
3.1.Aims1,3,3.1,Aims,core,,Aim 3: Apply the organization of the periodic table to understand general trends in properties.,Trend,Objetivo 3: Aplicar la organización de la tabla periódica a la comprensión de las tendencias generales de las propiedades.
3.1.Aims2,3,3.1,Aims,core,,Aim 4: Be able to analyse data to explain the organization of the elements.,,Objetivo 4: Ser capaz de analizar datos para explicar la organización de los elementos.
3.1.Aims3,3,3.1,Aims,core,,Aim 6: Be able to recognize physical samples or images of common elements.,,Objetivo 6: Ser capaz de reconocer muestras físicas o imágenes de elementos comunes.
3.2.NoS,3,3.2,Nature of Science,core,,Looking for patterns—the position of an element in the periodic table allows scientists to make accurate predictions of its physical and chemical properties. This gives scientists the ability to synthesize new substances based on the expected reactivity of elements. (3.1),"Chemical element,Element,pH",Buscar patrones: la posición de un elemento en la tabla periódica permite que los científicos realicen predicciones precisas de sus propiedades físicas y químicas. Esto les permite sintetizar nuevas sustancias en base a la reactividad anticipada de los elementos. (3.1)
3.2.U1,3,3.2,Understandings,core,,"Vertical and horizontal trends in the periodic table exist for atomic radius, ionic radius, ionization energy, electron affinity and electronegativity.","Electron affinity,Effective nuclear charge,Nuclear charge,Ionization energy (first),Isoelectronic,Trend,Atomic radius,Ionic radius,Covalent radius of atom,Electronegativity,Pauling scale,Ionic bond,Metallic bond","En la tabla periódica existen tendencias verticales y horizontales respecto del radio atómico, radio iónico, energía de ionización, afinidad electrónica y electronegatividad."
3.2.U2,3,3.2,Understandings,core,,Trends in metallic and non-metallic behaviour are due to the trends above.,"Trend,Non-metal,Metal,Metallic bond,Metals",Las tendencias respecto del comportamiento metálico y no metálico se deben a las tendencias anteriores.
